id,tipo,estado,valuacion,pedania,written_by_lawyer,predominant_feeling,formality,politeness,referred_company_name,psychological_impact,economic_impact,ValorReclamo,Valuacion_Danios
1190777,URBANO,BALDIO,464968.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,401150.19,
1139674,URBANO,EDIFICADO NoPH,2216247.44,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.7,17397439.46,
2449041,URBANO,EDIFICADO NoPH,9297841.0,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,154668267.72,
2449017,URBANO,BALDIO,1663173.0,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,26530928.9,
1205354,URBANO,EDIFICADO NoPH,2760162.0,SANTIAGO,0.4,anguish,0.5,1.0,Volterra Seguros,1.0,1.0,9762428.73,
2089503,URBANO,BALDIO,1061668.3,SAN ROQUE,0.4,anguish,0.5,1.0,SierraV Segura,0.0,1.0,37341046.5,
1134175,RURAL,BALDIO,12171190.74,SAN ROQUE,0.4,neutral,0.0,0.0,Volterra Seguros,0.0,1.0,226662694.14,
1176885,URBANO,EDIFICADO NoPH,11396286.72,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,8943807.83,
1188289,URBANO,EDIFICADO NoPH,2811595.92,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.7999999999999999,33733445.63,
1173807,URBANO,BALDIO,1255380.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,10914354.27,
2448908,URBANO,BALDIO,1343412.0,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,32404438.31,
1135559,URBANO,EDIFICADO NoPH,2664701.76,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,29900052.7,
2448941,URBANO,BALDIO,1368450.0,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,13487359.38,
2448901,URBANO,BALDIO,1303900.5,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,29641428.5,
1150765,URBANO,EDIFICADO NoPH,706130.24,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.6,639359.2,
1184029,URBANO,BALDIO,3674160.0,SAN ROQUE,0.5,sadness,0.0,1.0,Volterra Seguros,0.0,1.0,4287507.22,
1135548,URBANO,EDIFICADO NoPH,3303347.71,SAN ROQUE,0.7999999999999999,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,27876309.64,
1205393,URBANO,EDIFICADO NoPH,1603840.1,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,17160939.21,
1146868,URBANO,EDIFICADO NoPH,1932094.08,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,1.0,0.7999999999999999,2237586.86,
1204504,URBANO,BALDIO,838593.0,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,12303824.02,
2191542,URBANO,EDIFICADO NoPH,29283744.48,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,1.0,0.8999999999999999,650812066.75,
2313221,URBANO,EDIFICADO PH,749155.22,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,12694107.06,
1139063,URBANO,BALDIO,798430.5,SAN ROQUE,0.4,sadness,0.5,1.0,SierraV Segura,0.0,1.0,10572329.35,
1181633,URBANO,EDIFICADO NoPH,6576537.41,SAN ROQUE,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,1.0,5380020.77,
1151971,URBANO,EDIFICADO NoPH,2037375.44,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,1841932.48,
1204170,URBANO,BALDIO,2160144.0,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.7,41069946.99,
1204471,URBANO,BALDIO,697221.0,SANTIAGO,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,25318392.84,
1995766,URBANO,EDIFICADO NoPH,7130897.84,SANTIAGO,0.4,neutral,0.6,1.0,Aseguradora Norte,0.0,0.5,70934086.63,
1173943,URBANO,EDIFICADO NoPH,2645290.48,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,1.0,1.0,27569585.55,
1134260,RURAL,EDIFICADO NoPH,71577353.99,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,1781393179.37,
1204560,URBANO,EDIFICADO NoPH,1487982.3,SANTIAGO,1.0999999999999999,anguish,0.5,0.5,SierraVolt Energética Limitada,1.0,1.0,18324934.88,
1135558,URBANO,BALDIO,1513120.0,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,1.0,28501793.98,
1136812,URBANO,EDIFICADO NoPH,10323682.5,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,319644772.48,
2448923,URBANO,BALDIO,1314474.0,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,23035320.5,
1144775,URBANO,EDIFICADO NoPH,1362304.72,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.6,1567981.05,
2073699,RURAL,BALDIO,2186760.22,SAN ROQUE,0.4,neutral,1.0,1.0,Volterra Seguros,0.0,0.6,28399915.48,
1202546,URBANO,EDIFICADO NoPH,2314034.88,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,14793399.75,
1192374,URBANO,BALDIO,316512.0,SAN ROQUE,0.0,sadness,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,358913.22,
1134769,RURAL,EDIFICADO NoPH,3162057.24,SAN ROQUE,0.4,anguish,0.5,1.0,SierraV Segura,0.0,1.0,67643987.26,
1151966,URBANO,EDIFICADO NoPH,2407524.34,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,1.0,0.6,1834515.77,
1135384,URBANO,BALDIO,562380.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,14175161.51,
1174810,URBANO,EDIFICADO NoPH,1206808.96,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.6,9220062.27,
1202307,URBANO,EDIFICADO NoPH,3822032.6,SANTIAGO,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,141419215.35,
1135355,URBANO,BALDIO,813487.5,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,12843362.37,
2101327,URBANO,EDIFICADO NoPH,3579734.08,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.7,24648561.95,
1154985,URBANO,BALDIO,69762.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,86080.05,
2335842,URBANO,BALDIO,4269720.0,SANTIAGO,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,147278750.05,
1174809,URBANO,EDIFICADO NoPH,1949989.44,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,1.0,1.0,20479765.72,
1170337,URBANO,EDIFICADO NoPH,2276948.8,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,0.7,17705392.21,
1169222,URBANO,EDIFICADO NoPH,7021587.1,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,51690275.51,
1136192,URBANO,EDIFICADO NoPH,2183409.36,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,74662744.9,
1188841,URBANO,EDIFICADO NoPH,5909595.55,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,84017684.56,
2561048,RURAL,BALDIO,4808974.2,SANTIAGO,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,0.6,50071025.34,
1139661,URBANO,BALDIO,928746.0,SAN ROQUE,0.4,anguish,0.5,1.0,SierraV Segura,0.0,0.7999999999999999,9709864.2,
1136194,URBANO,EDIFICADO NoPH,3171943.04,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,0.7,87821141.36,
1204476,URBANO,BALDIO,824890.5,SANTIAGO,0.5,neutral,0.0,0.0,SierraVolt Energética,0.0,0.6,26927908.5,
2448913,URBANO,BALDIO,1302462.0,SAN ROQUE,0.5,anger,0.0,0.0,SierraVolt Energética,0.0,0.6,17896586.85,
1204539,URBANO,EDIFICADO NoPH,15362494.09,SANTIAGO,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.7,65205745.31,
1186861,URBANO,BALDIO,2120359.5,SAN ROQUE,1.0,sadness,0.5,0.5,SierraVolt Energética Limitada,1.0,1.0,19582249.15,
1204462,URBANO,BALDIO,720720.0,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,741726.02,
1177071,URBANO,EDIFICADO NoPH,11943343.1,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,14863561.69,
1136510,URBANO,EDIFICADO NoPH,2185059.24,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,70017969.81,
1154117,URBANO,BALDIO,103180.0,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,110052.42,
1135544,URBANO,EDIFICADO NoPH,7852543.23,SAN ROQUE,0.4,anguish,0.6,1.0,SierraV Segura,0.0,1.0,260180452.27,
1140482,URBANO,EDIFICADO NoPH,3271252.42,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.7,103978382.12,
1140789,URBANO,EDIFICADO NoPH,4484736.5,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.6,154510915.17,
1995585,URBANO,EDIFICADO NoPH,6123587.8,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,40657318.02,
2487482,URBANO,EDIFICADO NoPH,6783026.21,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,5459796.03,
1160144,URBANO,BALDIO,137200.0,SAN ROQUE,0.4,sadness,0.6,1.0,SierraV Segura,0.0,0.5,148816.69,
2536907,URBANO,BALDIO,2305657.2,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,80377566.51,
2532838,URBANO,EDIFICADO NoPH,5865518.12,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.6,95992363.58,
1186431,URBANO,EDIFICADO NoPH,1572052.56,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,10528468.05,
2532841,URBANO,EDIFICADO NoPH,1933485.49,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,61488179.02,
1147902,URBANO,EDIFICADO NoPH,15195349.4,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,0.7,14355333.96,
1165840,URBANO,BALDIO,844830.0,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,871447.91,
1135537,URBANO,BALDIO,436835.0,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,0.7999999999999999,13251449.57,
2448939,URBANO,EDIFICADO NoPH,4678645.08,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,171088521.15,
1150318,URBANO,BALDIO,368984.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,397544.37,
1176314,URBANO,EDIFICADO PH,1279471.836,SAN ROQUE,0.4,sadness,0.5,1.0,SierraV Segura,0.0,0.5,1370590.31,
2311447,RURAL,BALDIO,45364.2,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,1001085.09,
1173725,URBANO,EDIFICADO NoPH,4739499.52,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,29670419.0,
2561050,RURAL,BALDIO,4448253.25,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.8999999999999999,55717853.28,
1202341,URBANO,EDIFICADO NoPH,4758762.12,SANTIAGO,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,40425320.0,
2188517,RURAL,BALDIO,845144.81,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.7999999999999999,22664477.61,
1134811,RURAL,BALDIO,3647672.41,SAN ROQUE,0.4,neutral,0.6,1.0,SierraV Segura,0.0,1.0,53055892.13,
1205387,URBANO,EDIFICADO NoPH,4359046.5,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,57905979.59,
1140787,URBANO,EDIFICADO NoPH,3028491.02,SAN ROQUE,0.4,sadness,0.0,1.0,SierraV Segura,0.0,0.7,81819752.77,
1205017,URBANO,EDIFICADO NoPH,1851274.43,SANTIAGO,0.4,neutral,0.6,1.0,Aseguradora Norte,0.0,0.6,15533617.89,
2311448,RURAL,BALDIO,11833.5,SAN ROQUE,0.8999999999999999,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,144302.68,
1204532,URBANO,EDIFICADO NoPH,4792010.24,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,17825123.47,
1156425,URBANO,EDIFICADO NoPH,1894420.8,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,1487590.17,
1202315,URBANO,EDIFICADO NoPH,1224765.36,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,29985671.43,
1205389,URBANO,EDIFICADO NoPH,4076775.78,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,123121310.55,
2519553,URBANO,BALDIO,535325.49,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,16201307.07,
1204669,URBANO,BALDIO,360430.0,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,6924128.84,
1135425,URBANO,BALDIO,490392.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,4861871.11,
1135252,URBANO,BALDIO,315192.5,SAN ROQUE,0.4,sadness,0.5,1.0,Aseguradora Norte,0.0,0.7999999999999999,3229744.4,
2449043,URBANO,BALDIO,1685334.0,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.6,58974407.71,
1204116,URBANO,EDIFICADO NoPH,6847834.56,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,151354779.62,
1204102,URBANO,BALDIO,912660.0,SANTIAGO,0.4,sadness,0.5,1.0,SierraV Segura,0.0,0.7,27315621.05,
1135344,URBANO,EDIFICADO NoPH,1329199.2,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,27804704.6,
1136216,URBANO,BALDIO,950950.0,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.6,15935369.55,
1205397,URBANO,BALDIO,551684.0,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,8338393.13,
1136538,URBANO,BALDIO,1165857.0,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,41524030.33,
1188581,URBANO,EDIFICADO NoPH,2993386.12,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,50278053.08,
1188697,URBANO,EDIFICADO NoPH,2298279.52,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,19965791.06,
1202078,URBANO,EDIFICADO NoPH,2364006.96,SANTIAGO,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,87406850.93,1276563.7584000002
1203038,URBANO,EDIFICADO NoPH,3850710.08,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7999999999999999,4545947.51,
1946367,URBANO,EDIFICADO NoPH,1649842.5,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,0.7,11246348.42,
1204533,URBANO,EDIFICADO NoPH,3130483.1,SANTIAGO,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,0.6,19858015.39,
1136516,URBANO,BALDIO,1001070.0,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,36470060.03,
1135363,URBANO,BALDIO,352275.0,SAN ROQUE,0.4,anguish,1.0,1.0,SierraV Segura,0.0,1.0,4674468.45,
2449031,URBANO,BALDIO,1264387.5,SAN ROQUE,0.4,sadness,0.5,1.0,SierraV Segura,1.0,1.0,44785348.55,
2313222,URBANO,BALDIO,882000.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,30170783.57,
2171080,URBANO,EDIFICADO NoPH,3000928.21,SAN ROQUE,0.4,sadness,0.5,1.0,Volterra Seguros,0.0,1.0,19778863.1,
2448948,URBANO,BALDIO,1469086.5,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,1.0,43225494.41,
1136653,URBANO,EDIFICADO NoPH,1900106.6,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,34950963.42,
1141206,URBANO,BALDIO,198800.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,1.0,0.7,234095.79,
1134791,RURAL,EDIFICADO NoPH,13415573.25,SAN ROQUE,0.0,neutral,0.5,1.0,SierraVolt Energética Limitada,0.0,0.7999999999999999,298495787.67,
2137473,URBANO,EDIFICADO NoPH,3582753.24,SANTIAGO,1.0,neutral,0.5,1.0,SierraVolt Energética Limitada,0.0,1.0,121816362.79,
1136526,URBANO,EDIFICADO NoPH,1553380.32,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.7,34373152.44,
1139103,URBANO,EDIFICADO PH,1851121.08,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,19053258.13,
1136155,URBANO,EDIFICADO NoPH,1443171.84,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,18203183.9,
1160108,URBANO,BALDIO,88200.0,SAN ROQUE,0.0,fear,0.0,1.0,SierraV Segura,1.0,0.7,84105.42,
1140483,URBANO,EDIFICADO NoPH,4504378.76,SAN ROQUE,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,1.0,25345062.06,
2449050,URBANO,BALDIO,1450776.0,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,31122069.94,
1204472,URBANO,BALDIO,685503.0,SANTIAGO,0.5,sadness,0.0,0.0,Aseguradora Norte,0.0,0.7,19271828.5,
1134792,RURAL,EDIFICADO NoPH,52956447.83,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,587340296.2,
1202316,URBANO,EDIFICADO NoPH,1646982.64,SANTIAGO,0.4,neutral,0.0,1.0,SierraV Segura,1.0,1.0,23479549.13,
1204181,URBANO,EDIFICADO NoPH,4765481.76,SANTIAGO,0.4,sadness,0.5,1.0,Aseguradora Norte,1.0,1.0,54437518.46,
2133509,URBANO,EDIFICADO NoPH,1812449.55,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.5,17253970.46,
1205394,URBANO,EDIFICADO NoPH,3787875.27,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,135760627.45,
2448918,URBANO,BALDIO,1263013.5,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,33740450.26,
1170131,URBANO,EDIFICADO NoPH,2642272.0,SAN ROQUE,0.5,neutral,0.0,1.0,SierraV Segura,0.0,0.7,22398433.19,
1174838,URBANO,EDIFICADO NoPH,2320075.2,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,19702667.98,
2375179,URBANO,EDIFICADO NoPH,1556824.39,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,0.7999999999999999,13804902.48,
1135359,URBANO,EDIFICADO NoPH,3453647.57,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,47895960.69,
1205375,URBANO,BALDIO,580013.0,SANTIAGO,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,4638784.68,
1197374,URBANO,BALDIO,376320.0,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.5,406818.71,
1135551,URBANO,EDIFICADO NoPH,9841906.45,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,208379002.99,
1205382,URBANO,EDIFICADO NoPH,2223798.5,SANTIAGO,0.4,sadness,0.5,1.0,SierraV Segura,0.0,0.5,19819953.76,
2449025,URBANO,EDIFICADO NoPH,6417782.32,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,0.6,88651858.75,
2471432,URBANO,BALDIO,4096175.58,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,106449390.04,
2448898,URBANO,BALDIO,2389080.0,SAN ROQUE,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,63564275.13,
1202086,URBANO,EDIFICADO NoPH,3707307.41,SANTIAGO,0.4,sadness,0.5,1.0,SierraV Segura,0.0,1.0,26738025.77,759480.0215144574
1165423,URBANO,EDIFICADO NoPH,17201077.7,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.6,19316785.58,
1995719,URBANO,EDIFICADO NoPH,4586128.89,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.7,36205857.97,
2146386,URBANO,EDIFICADO NoPH,3213411.78,SANTIAGO,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,23130518.56,
1202016,URBANO,EDIFICADO NoPH,1326302.64,SANTIAGO,0.4,anguish,0.5,1.0,SierraV Segura,0.0,0.6,23781630.25,
1200734,URBANO,BALDIO,432049.8,SANTIAGO,0.5,neutral,1.0,1.0,Volterra Seguros,1.0,0.5,341530.6,
1178319,URBANO,EDIFICADO NoPH,4072172.83,SAN ROQUE,0.4,sadness,0.5,1.0,SierraV Segura,0.0,1.0,4449912.59,
1200017,RURAL,BALDIO,36423731.27,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7999999999999999,815358847.11,
1140640,URBANO,EDIFICADO NoPH,3336718.22,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,29701391.39,
2272941,URBANO,EDIFICADO NoPH,2604430.24,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,38074666.51,
2448936,URBANO,BALDIO,1314189.0,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,30840460.4,
1204608,URBANO,BALDIO,575190.0,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,5897560.93,
1174056,URBANO,EDIFICADO NoPH,1670649.6,SAN ROQUE,0.5,sadness,0.0,1.0,Volterra Seguros,0.0,1.0,13077664.46,
1204593,URBANO,BALDIO,1124361.0,SANTIAGO,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.6,4393458.75,
1204667,URBANO,BALDIO,590520.0,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,8297276.13,
2519546,URBANO,BALDIO,366174.65,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.7,7504224.54,
1134186,RURAL,EDIFICADO NoPH,14492613.79,SAN ROQUE,0.4,neutral,0.6,1.0,Aseguradora Norte,0.0,0.7,230312987.92,
1173983,URBANO,EDIFICADO NoPH,2992109.04,SAN ROQUE,0.4,neutral,0.6,1.0,Aseguradora Norte,1.0,1.0,19663161.69,
1188843,URBANO,EDIFICADO NoPH,2275572.16,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.7,83655161.61,
1153204,URBANO,EDIFICADO NoPH,3892441.64,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.7,4493933.16,
1166038,URBANO,EDIFICADO NoPH,2543554.48,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,3067893.39,
2311453,RURAL,BALDIO,10510.5,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.7,136408.51,
2290487,URBANO,BALDIO,3461144.96,SAN ROQUE,0.5,fear,0.0,1.0,SierraV Segura,1.0,0.7999999999999999,2715908.65,
1170375,URBANO,EDIFICADO NoPH,4110836.6,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,36372100.36,
1136537,URBANO,BALDIO,882000.0,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,1.0,10905080.28,
1164746,URBANO,BALDIO,1552204.5,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.8999999999999999,1366914.25,
1202338,URBANO,EDIFICADO NoPH,2830007.04,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,88828938.15,
1136527,URBANO,EDIFICADO NoPH,2968339.92,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,1.0,0.7999999999999999,98123149.0,
1140788,URBANO,EDIFICADO NoPH,4005248.0,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,77803660.84,
1134731,RURAL,EDIFICADO NoPH,2104848.89,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,17094815.52,
2519548,URBANO,EDIFICADO NoPH,2154078.15,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,57792427.6,
1140824,URBANO,EDIFICADO NoPH,3213175.39,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,116391140.88,
1136195,URBANO,BALDIO,769692.0,SAN ROQUE,0.4,sadness,0.0,1.0,SierraV Segura,0.0,1.0,7528838.76,
2488136,URBANO,EDIFICADO NoPH,1451747.02,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,1332186.5,
2073089,URBANO,BALDIO,188795388.6,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,5307436971.18,
1204526,URBANO,EDIFICADO NoPH,2732749.43,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,11495528.74,
1134812,RURAL,EDIFICADO NoPH,85254332.05,SAN ROQUE,0.5,neutral,0.0,0.0,Volterra Seguros,0.0,0.8999999999999999,1277073034.84,
1188847,URBANO,EDIFICADO NoPH,2795715.52,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,1.0,64590359.59,
2448940,URBANO,BALDIO,1381518.0,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,41944913.64,
